ID,id_student,code_module,code_presentation,url,forumng,homepage,oucontent,subpage,resource,sharedsubpage,page,questionnaire,ouwiki,htmlactivity,ouelluminate,dataplus,externalquiz,repeatactivity,dualpane,quiz,glossary,oucollaborate,folder,acumneg,acumg
70,31604,AAA,2013J,90,634,432,836,144,19,0,0,0,0,0,0,2,0,0,0,0,1,0,0,169,1989
71,31663,BBB,2013B,56,3961,1341,1,234,230,0,0,0,0,0,11,0,0,0,0,69,3,0,0,292,5614
72,31849,BBB,2013J,12,651,336,32,64,20,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,1179
73,32221,FFF,2013J,6,123,194,535,107,15,0,10,3,30,0,0,0,0,0,3,107,0,0,0,55,1078
74,32239,GGG,2013J,0,140,181,178,15,18,0,0,0,0,0,0,0,0,0,0,88,0,0,0,17,603
75,32327,BBB,2014J,1,351,124,125,12,21,0,0,0,0,0,0,0,0,0,0,55,2,8,0,272,427
76,32885,AAA,2013J,14,194,204,494,79,45,0,0,0,0,0,0,0,0,0,0,0,4,0,0,295,739
77,32930,BBB,2014J,2,0,96,151,16,21,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,438
78,33387,DDD,2013J,2,23,63,98,27,16,0,0,0,18,0,0,0,1,0,0,0,0,0,0,1,247
79,33600,FFF,2013J,10,44,171,82,113,11,0,8,0,2,0,0,0,0,0,0,40,0,0,0,148,333
80,33666,BBB,2013B,12,983,161,1,31,4,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,1208
81,33681,DDD,2013J,11,33,107,126,93,44,0,0,0,10,0,0,0,9,0,0,0,0,1,0,93,341
82,33681,DDD,2014J,0,0,6,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
83,33796,DDD,2014J,3,70,85,67,90,34,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,351
84,33897,DDD,2013J,5,33,35,119,115,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,322
85,33915,FFF,2013B,50,452,574,1590,380,44,0,15,26,54,0,42,38,0,0,8,848,0,0,0,144,3977
86,33930,DDD,2013J,7,143,199,43,48,22,0,0,0,70,0,0,0,6,0,0,0,0,6,0,64,480
87,34068,CCC,2014J,1,44,116,76,44,10,0,0,0,0,0,0,0,0,0,0,322,0,0,0,30,583
88,34087,DDD,2013J,11,65,96,41,51,14,0,0,0,15,0,0,0,1,0,0,0,0,0,0,21,273
89,34087,DDD,2014J,7,44,48,10,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,72
90,34229,BBB,2013B,18,274,184,0,101,47,0,0,0,0,0,0,0,0,0,0,56,26,0,0,21,685
91,34293,FFF,2014B,5,178,79,504,60,6,0,5,3,40,0,0,0,0,0,0,34,0,7,0,75,846
92,34353,BBB,2013B,1,210,80,0,22,9,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,391
93,34431,BBB,2013B,9,104,54,0,8,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,192
94,34653,DDD,2013J,3,36,39,45,64,18,0,0,0,5,0,0,0,3,0,0,0,0,0,0,69,144
95,34662,BBB,2014J,2,14,109,62,9,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,214
96,34731,FFF,2013J,1,81,94,244,71,21,0,1,0,8,0,0,0,0,0,0,160,0,0,0,12,669
97,34756,BBB,2013B,6,59,32,0,11,7,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,129
98,34863,BBB,2013B,6,37,63,1,19,8,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,198
99,35001,GGG,2013J,0,3,24,36,10,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,77
100,35340,EEE,2014B,27,211,357,734,100,14,0,0,0,247,0,0,0,0,0,0,122,0,0,0,63,1749
101,35355,CCC,2014J,2,157,135,464,58,10,0,0,0,0,0,0,0,0,0,0,289,0,1,0,14,1102
102,35355,EEE,2013J,26,414,196,1102,12,7,0,0,0,327,0,0,0,0,0,8,150,0,0,0,54,2188
103,35502,DDD,2014B,23,23,169,59,180,55,0,0,0,29,0,0,0,4,0,0,0,0,3,0,127,418
104,35508,CCC,2014J,2,277,197,116,95,89,0,2,0,0,0,0,0,0,0,0,363,0,1,0,78,1064
105,35508,EEE,2014B,70,539,396,804,13,5,0,0,0,277,0,0,0,0,0,0,157,0,9,0,136,2134
106,35544,FFF,2013B,25,189,205,943,198,24,0,9,18,19,0,0,6,0,0,11,460,0,0,0,24,2083
107,35747,FFF,2014J,19,205,97,210,83,12,0,0,5,12,5,0,0,0,0,0,4,0,1,0,50,603
108,35796,FFF,2014J,14,113,118,209,92,8,0,2,0,0,4,0,0,0,0,0,42,0,0,0,253,349
109,35812,BBB,2013B,3,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
110,35860,FFF,2013B,25,114,208,1070,165,25,0,10,18,18,0,0,18,0,0,8,536,0,0,0,80,2135
111,36347,FFF,2014B,6,26,420,848,180,33,0,1,3,15,0,0,0,0,0,0,627,0,0,2,51,2110
112,36385,FFF,2013B,11,691,210,79,54,13,0,7,0,0,0,4,0,0,0,0,286,0,0,0,267,1088
113,37298,FFF,2013B,22,160,248,797,150,38,0,4,4,5,0,7,0,0,0,0,662,0,0,0,7,2090
114,37622,BBB,2013J,16,184,124,20,44,24,0,0,0,0,0,0,0,0,0,0,58,0,0,0,25,445
115,37652,CCC,2014J,18,21,174,7,106,66,0,2,0,0,0,0,0,0,0,0,491,0,0,0,31,854
116,38053,AAA,2013J,45,875,512,900,91,11,0,0,0,0,0,0,7,0,0,0,0,4,0,0,277,2168
117,38234,BBB,2013J,3,18,7,19,8,2,0,0,0,0,0,0,0,0,0,0,36,0,1,0,7,87
118,38711,BBB,2014J,4,4,39,50,6,7,0,0,0,0,0,0,0,0,0,0,58,1,0,0,0,169
119,39208,BBB,2014J,8,461,490,738,122,71,0,0,5,0,0,0,0,0,0,0,148,20,4,0,126,1941
120,39411,DDD,2013J,2,44,44,46,25,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,17,147
121,39427,DDD,2013J,6,5,29,21,26,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,10,83
122,39655,BBB,2013B,14,152,129,2,28,15,0,0,0,0,0,0,0,0,0,0,92,0,0,0,8,424
123,39660,DDD,2014B,11,124,220,113,100,26,0,0,0,25,0,0,0,6,0,0,0,0,5,0,135,495
124,39882,FFF,2014B,2,57,213,679,174,14,0,3,0,6,0,0,0,0,0,0,600,10,0,3,49,1712
125,40184,DDD,2013J,30,511,485,47,390,83,0,0,0,291,0,0,0,36,0,0,0,1,2,0,121,1755
126,40333,CCC,2014B,7,10,53,7,46,24,0,0,0,0,0,0,0,0,0,0,27,0,0,0,39,135
127,40419,DDD,2013B,11,56,29,9,20,3,0,2,0,7,0,6,0,1,0,0,0,0,0,0,5,139
128,40419,DDD,2013J,4,184,114,82,86,41,0,0,0,43,0,0,0,6,0,0,0,0,0,0,9,551
129,40508,EEE,2013J,0,30,24,29,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76,15
130,40563,DDD,2013J,21,163,121,57,136,21,0,0,0,59,0,0,0,2,0,0,0,0,4,0,79,505
131,40604,CCC,2014B,5,14,133,32,73,30,0,0,0,0,0,0,0,0,0,0,178,0,0,0,80,385
132,40857,FFF,2014J,13,38,84,61,79,8,0,2,0,2,6,0,0,0,0,0,11,0,0,0,32,272
133,40878,FFF,2014J,36,279,331,954,204,22,0,11,12,36,4,0,6,0,0,0,555,0,5,0,108,2347
134,41060,DDD,2013B,6,28,80,116,124,24,0,0,0,13,0,5,0,15,0,0,0,0,0,0,23,388
135,41414,GGG,2014B,0,111,212,411,40,54,0,0,0,0,0,0,0,0,0,0,133,4,0,0,97,868
136,41489,FFF,2014B,1,8,16,15,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,51
137,41547,BBB,2014J,0,112,178,499,23,31,0,0,11,0,0,0,0,0,0,0,151,1,1,0,13,994
138,42552,FFF,2014J,68,543,908,1592,446,74,0,8,17,62,11,0,7,0,0,1,1301,19,22,0,273,4806
139,42616,FFF,2013J,29,1417,790,873,253,24,0,10,25,41,0,0,8,0,0,5,616,0,0,2,122,3971
140,42638,CCC,2014B,47,1524,1179,932,328,234,0,3,0,0,0,0,0,0,0,0,1410,0,2,0,78,5581
141,42638,EEE,2013J,74,1831,1178,2281,153,64,0,0,0,381,0,0,0,0,0,12,209,0,3,0,376,5810
142,42668,FFF,2013B,13,285,392,1267,255,45,0,9,6,9,0,5,1,0,0,1,551,0,0,0,79,2760
143,42746,CCC,2014J,32,714,500,238,150,70,0,0,0,0,0,0,0,0,0,0,694,0,5,0,48,2355
144,42746,FFF,2014B,134,1630,1156,3275,922,98,0,52,43,202,0,0,77,0,0,1,559,101,15,5,322,7948
145,42818,DDD,2013J,7,72,43,40,30,2,0,0,0,0,0,0,0,4,0,0,0,0,2,0,41,159
146,43273,FFF,2013B,12,64,279,743,184,34,0,3,0,0,0,0,5,0,0,4,534,0,0,0,1,1861
147,43284,DDD,2013B,42,121,293,171,98,35,0,2,0,26,0,29,0,30,0,0,0,0,0,0,166,681
148,43430,FFF,2013B,47,909,866,2425,504,49,0,14,44,97,0,15,31,0,0,11,681,0,0,0,433,5260
149,43564,EEE,2013J,71,390,363,902,111,65,0,0,0,248,0,0,0,0,0,8,176,0,0,0,87,2247
150,43958,FFF,2013J,13,513,491,711,154,21,0,3,6,30,0,0,0,0,0,5,273,0,0,0,186,2034
151,43958,FFF,2014J,5,208,237,378,128,8,0,0,0,17,1,0,0,0,0,0,116,0,0,0,12,1086
152,45423,FFF,2014J,61,420,515,1811,597,83,0,17,10,67,13,0,14,0,0,0,774,0,1,0,50,4333
153,45462,AAA,2013J,24,123,320,915,98,8,0,0,0,0,0,0,2,0,0,0,0,0,2,0,180,1312
154,45642,AAA,2013J,56,428,295,508,120,16,0,0,0,0,0,0,4,0,0,0,0,0,1,0,21,1407
155,45664,CCC,2014B,5,2,66,0,36,57,0,0,0,0,0,0,0,0,0,0,231,0,0,0,6,391
156,45664,DDD,2013B,94,135,287,213,170,77,0,4,0,46,0,0,0,22,0,0,0,0,0,0,79,969
157,46016,DDD,2014J,12,90,120,51,61,33,0,0,0,0,0,0,0,4,0,0,0,18,0,0,104,285
158,46048,EEE,2014J,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
159,46148,FFF,2014B,31,93,422,2043,241,35,0,11,19,64,0,0,4,0,0,2,758,0,1,0,0,3724
160,46605,CCC,2014B,16,1331,1050,22,154,53,0,3,0,0,0,0,0,0,0,0,798,0,0,0,105,3322
161,46705,CCC,2014J,4,75,193,37,126,141,0,0,0,0,0,0,0,0,0,0,573,0,0,0,356,793
162,46753,DDD,2014B,38,224,561,86,410,328,0,0,0,102,0,0,0,4,0,0,0,0,26,0,380,1399
163,46812,DDD,2014J,1,42,43,16,6,6,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,141
164,46844,AAA,2014J,2,96,92,82,37,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,323
165,47061,EEE,2014J,9,2,36,277,5,4,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,347
166,47063,DDD,2013J,1,0,63,16,42,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,19,118
167,47855,BBB,2013J,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
168,47861,FFF,2014J,64,2551,2211,1891,600,80,0,7,3,104,13,0,20,0,0,0,1146,1,66,0,697,8060
169,47891,BBB,2014J,2,0,47,37,14,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,54,64
170,47924,FFF,2013J,0,15,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
171,48040,BBB,2013J,91,423,661,22,254,266,0,0,0,0,0,0,0,0,0,0,109,3,0,0,50,1779
172,48152,DDD,2013J,12,45,110,167,80,37,0,0,0,62,0,0,0,2,0,0,0,0,13,0,37,491
173,48503,BBB,2013J,8,187,96,13,24,10,0,0,0,0,0,0,0,0,0,0,94,0,2,0,16,418
174,48635,CCC,2014J,3,1,89,9,44,22,0,0,0,0,0,0,0,0,0,0,421,0,3,0,99,493
175,48635,FFF,2014B,45,204,755,1798,384,58,0,17,34,27,0,0,12,0,0,2,1062,0,6,2,189,4217
176,49119,CCC,2014B,6,378,359,42,183,97,0,2,0,0,0,0,0,0,0,0,947,0,0,0,18,1996
177,49119,DDD,2014B,4,22,59,33,83,50,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,241
178,49123,GGG,2014B,0,196,221,797,23,20,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,1362
179,49670,FFF,2013J,0,3,4,24,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
180,50069,BBB,2014B,16,152,140,7,101,76,0,0,0,0,0,0,0,0,0,0,39,0,0,0,40,491
181,50263,CCC,2014B,3,10,100,56,52,30,0,0,0,0,0,0,0,0,0,0,174,0,0,0,127,298
182,50263,FFF,2013B,54,1373,933,1499,402,26,0,8,3,25,0,12,11,0,0,3,1514,0,0,0,1108,4755
183,50476,DDD,2014B,5,160,97,43,143,37,0,0,0,80,0,0,0,3,0,0,0,0,0,0,141,427
184,50487,FFF,2013J,28,432,581,1994,415,43,0,10,19,28,0,0,6,0,0,7,1451,0,1,6,268,4753
185,50610,DDD,2013J,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
186,50993,BBB,2013B,9,42,40,0,5,2,0,0,0,0,0,0,0,0,0,0,78,0,0,0,5,171
187,51030,DDD,2014B,20,191,192,74,184,51,0,0,0,67,0,0,0,15,0,0,0,0,10,0,28,776
188,51033,DDD,2014J,25,284,181,109,221,61,0,0,0,0,0,0,0,15,0,0,0,0,17,0,231,682
189,51153,DDD,2014J,27,609,260,51,81,104,0,0,0,0,0,0,0,10,0,0,0,9,28,0,92,1087
190,51163,DDD,2013J,35,65,245,228,393,94,0,0,0,12,0,0,0,23,0,0,0,0,72,0,34,1133
191,51301,BBB,2013J,16,409,189,6,24,23,0,0,0,0,0,0,0,0,0,0,0,2,1,0,97,573
192,51485,FFF,2013J,27,103,278,1499,242,27,0,12,32,27,0,0,13,0,0,11,472,0,5,2,114,2636
193,51576,CCC,2014B,3,146,94,29,20,19,0,0,0,0,0,0,0,0,0,0,60,0,0,0,22,349
194,51576,CCC,2014J,3,268,68,8,9,19,0,0,0,0,0,0,0,0,0,0,53,0,0,0,7,421
195,51576,FFF,2013J,28,613,487,2079,333,40,0,18,29,77,0,0,0,0,0,7,1590,0,0,1,32,5270
196,51955,DDD,2014J,3,5,128,106,112,48,0,0,0,0,0,0,0,2,0,0,0,0,1,0,36,369
197,52014,DDD,2013B,6,37,98,84,32,10,0,0,0,73,0,0,0,9,0,0,0,0,0,0,0,349
198,52130,AAA,2013J,128,333,476,714,214,19,0,0,0,0,0,0,8,0,0,0,0,0,2,0,6,1888
199,52275,FFF,2014J,0,10,23,47,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,89
200,52426,BBB,2014B,3,21,13,0,3,0,0,0,0,0,0,0,0,0,0,0,26,0,2,0,0,68
201,52702,GGG,2014J,0,16,44,154,14,12,0,0,0,0,0,0,0,0,0,0,83,0,0,0,33,290
202,52765,AAA,2014J,110,2030,959,1596,210,28,0,0,0,0,0,0,4,0,0,0,0,0,1,0,890,4048
203,52797,BBB,2013J,17,638,176,77,59,20,0,0,0,0,0,0,0,0,0,0,120,7,3,0,36,1081
204,52899,BBB,2013B,27,643,161,4,50,23,0,0,0,0,0,1,0,0,0,0,19,0,0,0,489,439
205,52899,BBB,2013J,48,549,497,62,171,124,1,0,0,0,0,0,0,0,0,0,85,3,0,0,64,1476
206,53025,AAA,2013J,82,1974,394,575,124,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,176,2982
207,53136,FFF,2014B,13,504,523,925,323,19,0,4,0,12,0,0,0,0,0,0,1168,0,0,2,4,3489
208,53166,FFF,2013J,17,219,279,1151,236,22,0,0,0,14,0,0,0,0,0,0,918,0,0,5,75,2786
209,53197,FFF,2013B,0,0,13,34,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
210,53236,BBB,2014J,0,0,11,29,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42
211,53300,CCC,2014J,6,27,334,181,224,56,0,1,0,0,0,0,0,0,0,0,1127,0,1,0,163,1794
212,53360,BBB,2013J,4,7,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,4
213,53488,DDD,2013B,58,536,311,49,172,57,0,1,0,184,0,32,0,26,0,0,0,0,0,0,209,1217
214,53626,FFF,2013J,0,0,13,16,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,25,14
215,53632,DDD,2014B,13,92,110,59,93,92,0,0,0,47,0,0,0,3,0,0,0,1,0,0,103,407
216,53632,DDD,2014J,4,6,20,19,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
217,53709,FFF,2013B,6,308,289,525,217,27,0,9,0,8,0,10,0,0,0,0,336,0,0,0,0,1735
218,53709,FFF,2014B,12,40,129,346,98,10,0,1,0,0,0,0,0,0,0,0,537,0,0,2,0,1175
219,53895,DDD,2013B,0,0,15,23,15,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65
220,54062,CCC,2014J,3,6,27,0,11,2,0,0,0,0,0,0,0,0,0,0,98,0,0,0,2,145
221,54062,EEE,2013J,16,93,147,729,37,25,0,1,0,301,0,0,0,0,0,5,119,0,4,0,0,1477
222,54388,BBB,2013J,1,31,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
223,54391,CCC,2014B,5,1,17,0,19,9,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,179
224,54810,DDD,2014B,0,6,68,93,40,16,0,0,0,34,0,0,0,3,0,0,0,0,0,0,3,257
225,54810,DDD,2014J,6,3,118,183,81,41,0,0,0,0,0,0,0,7,0,0,0,1,1,0,6,435
226,54867,FFF,2014B,25,230,129,86,78,8,0,7,0,26,0,0,0,0,0,0,15,0,0,0,92,512
227,54882,FFF,2013J,2,41,90,254,86,21,0,1,0,1,0,0,0,0,0,0,2,0,0,0,57,441
228,55013,FFF,2013J,1,43,83,273,98,22,0,3,12,3,0,0,0,0,0,0,65,0,1,0,6,598
229,55026,BBB,2013J,9,94,63,10,17,36,0,0,0,0,0,0,0,0,0,0,53,0,1,0,8,275
230,55104,AAA,2014J,63,352,287,631,135,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,1124
231,55242,DDD,2013B,1,0,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
232,55419,FFF,2013J,3,93,34,19,39,5,0,5,0,1,0,0,0,0,0,0,75,0,1,0,21,254
233,55450,FFF,2013B,8,102,102,773,123,28,0,4,3,9,0,3,0,0,0,2,38,0,0,0,0,1195
234,55968,BBB,2014B,7,329,131,34,27,12,0,0,0,0,0,0,0,0,0,0,38,0,0,0,53,525
235,56340,BBB,2013J,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
236,56637,FFF,2014J,25,1917,1173,1246,321,28,0,8,35,28,3,0,23,0,0,3,580,0,50,0,154,5286
237,56667,FFF,2014J,2,13,61,141,50,19,0,0,0,2,0,0,4,0,0,0,561,0,0,0,46,807
238,56789,BBB,2013J,10,90,86,21,66,38,0,0,0,0,0,0,0,0,0,0,66,0,2,0,80,299
