,ID,id_student,code_module,code_presentation,url_row,forumng_row,homepage_row,oucontent_row,subpage_row,resource_row,sharedsubpage_row,page_row,questionnaire_row,ouwiki_row,htmlactivity_row,ouelluminate_row,dataplus_row,externalquiz_row,repeatactivity_row,dualpane_row,quiz_row,glossary_row,oucollaborate_row,folder_row,url_col,forumng_col,homepage_col,oucontent_col,subpage_col,resource_col,sharedsubpage_col,page_col,questionnaire_col,ouwiki_col,htmlactivity_col,ouelluminate_col,dataplus_col,externalquiz_col,repeatactivity_col,dualpane_col,quiz_col,glossary_col,oucollaborate_col,folder_col
10,97,34756,BBB,2013B,3,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
11,98,34863,BBB,2013B,3,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
12,106,35544,FFF,2013B,3,4,4,4,4,3,0,2,3,3,0,0,2,0,0,3,4,0,0,0,3,2,3,4,3,2,0,4,4,3,0,0,4,0,0,4,4,0,0,0
13,109,35812,BBB,2013B,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,110,35860,FFF,2013B,3,4,4,4,4,3,0,2,3,3,0,0,3,0,0,2,4,0,0,0,3,2,3,4,3,2,0,4,4,3,0,0,4,0,0,4,4,0,0,0
15,112,36385,FFF,2013B,3,4,4,4,4,3,0,3,0,0,0,3,0,0,0,0,4,0,0,0,2,4,3,3,2,2,0,4,0,0,0,3,0,0,0,0,4,0,0,0
16,113,37298,FFF,2013B,3,4,4,4,4,3,0,2,2,3,0,3,0,0,0,0,4,0,0,0,3,2,3,4,3,3,0,3,4,3,0,3,0,0,0,0,4,0,0,0
17,122,39655,BBB,2013B,3,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
18,127,40419,DDD,2013B,4,4,4,4,4,3,0,3,0,3,0,3,0,3,0,0,0,0,0,0,2,1,1,2,1,1,0,3,0,3,0,3,0,3,0,0,0,0,0,0
19,134,41060,DDD,2013B,3,4,4,4,4,4,0,0,0,3,0,3,0,3,0,0,0,0,0,0,1,1,2,3,3,2,0,0,0,3,0,3,0,4,0,0,0,0,0,0
20,142,42668,FFF,2013B,3,4,4,4,4,3,0,3,3,3,0,2,2,0,0,2,4,0,0,0,2,3,4,4,4,3,0,4,4,3,0,3,4,0,0,4,4,0,0,0
21,146,43273,FFF,2013B,3,4,4,4,4,3,0,3,0,0,0,0,3,0,0,3,4,0,0,0,2,2,3,4,3,3,0,3,0,0,0,0,4,0,0,4,4,0,0,0
22,147,43284,DDD,2013B,4,4,4,4,4,3,0,3,0,3,0,3,0,3,0,0,0,0,0,0,4,2,3,3,3,3,0,3,0,3,0,4,0,4,0,0,0,0,0,0
23,148,43430,FFF,2013B,3,4,4,4,4,3,0,2,3,3,0,2,3,0,0,2,4,0,0,0,4,4,4,4,4,3,0,4,4,4,0,4,4,0,0,4,4,0,0,0
24,156,45664,DDD,2013B,4,4,4,4,4,3,0,3,0,3,0,0,0,3,0,0,0,0,0,0,4,2,3,3,3,4,0,3,0,4,0,0,0,4,0,0,0,0,0,0
25,182,50263,FFF,2013B,3,4,4,4,4,3,0,2,2,3,0,3,3,0,0,2,4,0,0,0,4,4,4,4,4,2,0,4,4,3,0,4,4,0,0,4,4,0,0,0
26,186,50993,BBB,2013B,4,4,4,0,4,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
27,197,52014,DDD,2013B,3,4,4,4,4,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,1,1,2,3,2,1,0,0,0,4,0,0,0,4,0,0,0,0,0,0
28,204,52899,BBB,2013B,4,4,4,3,4,4,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,4,2,2,2,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0
29,209,53197,FFF,2013B,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,213,53488,DDD,2013B,4,4,4,3,4,3,0,3,0,4,0,3,0,3,0,0,0,0,0,0,4,4,3,2,3,4,0,3,0,4,0,4,0,4,0,0,0,0,0,0
31,217,53709,FFF,2013B,3,4,4,4,4,3,0,3,0,3,0,3,0,0,0,0,4,0,0,0,1,3,3,4,3,2,0,4,0,3,0,3,0,0,0,0,4,0,0,0
32,219,53895,DDD,2013B,0,0,4,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
33,231,55242,DDD,2013B,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,233,55450,FFF,2013B,3,4,4,4,4,3,0,3,2,3,0,2,0,0,0,2,4,0,0,0,2,2,2,4,3,2,0,3,4,3,0,3,0,0,0,4,2,0,0,0
35,243,57359,DDD,2013B,3,4,4,4,4,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,1,1,2,3,2,0,0,0,0,0,3,0,4,0,0,0,0,0,0
36,249,58089,BBB,2013B,3,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
37,251,58549,FFF,2013B,3,4,4,4,4,3,0,3,3,2,0,2,2,0,0,2,4,2,0,0,3,3,3,4,3,2,0,4,4,3,0,4,4,0,0,4,4,4,0,0
38,264,60135,DDD,2013B,3,4,4,4,4,3,0,2,0,4,0,3,0,3,0,0,0,3,0,0,4,4,4,3,4,4,0,3,0,4,0,3,0,4,0,0,0,4,0,0
39,268,60519,FFF,2013B,3,4,4,4,4,3,0,3,2,4,0,3,0,0,0,2,3,0,0,0,4,4,4,4,4,3,0,4,4,4,0,4,0,0,0,4,4,0,0,0
40,281,62631,BBB,2013B,3,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
41,308,65656,FFF,2013B,3,4,4,4,4,3,0,3,0,0,0,3,0,0,0,0,4,0,0,0,1,2,3,4,3,2,0,3,0,0,0,4,0,0,0,0,4,0,0,0
42,313,66579,DDD,2013B,4,4,4,3,4,3,0,3,0,4,0,3,0,3,0,0,0,0,0,0,4,3,2,2,3,3,0,3,0,4,0,4,0,4,0,0,0,0,0,0
43,320,67602,DDD,2013B,3,4,4,4,4,4,0,0,0,3,0,3,0,3,0,0,0,0,0,0,3,2,3,3,3,4,0,0,0,3,0,3,0,4,0,0,0,0,0,0
44,324,67785,DDD,2013B,3,4,4,4,4,4,0,0,0,3,0,3,0,3,0,0,0,0,0,0,4,3,3,3,3,4,0,0,0,4,0,3,0,4,0,0,0,0,0,0
45,328,68208,FFF,2013B,3,4,4,4,4,3,0,2,3,3,0,3,2,0,0,2,4,0,0,0,4,4,4,4,4,4,0,4,4,4,0,4,4,0,0,4,4,0,0,0
46,336,69491,DDD,2013B,3,4,4,4,4,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,2,1,2,3,2,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0
47,349,70608,BBB,2013B,3,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,3,4,0,0
48,357,71433,BBB,2013B,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,359,71578,FFF,2013B,3,4,4,4,4,3,0,3,0,3,0,3,0,0,0,0,4,2,0,0,1,2,2,3,3,2,0,4,0,3,0,3,0,0,0,0,4,4,0,0
50,368,72693,FFF,2013B,3,4,4,4,4,3,0,2,0,3,0,0,3,0,0,3,4,0,0,0,2,2,3,4,3,3,0,3,0,3,0,0,4,0,0,4,4,0,0,0
51,376,74113,FFF,2013B,3,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,2,3,3,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0
52,385,74695,BBB,2013B,3,4,4,3,4,4,0,0,0,0,0,3,0,0,0,0,4,3,0,0,3,4,4,2,3,4,0,0,0,0,0,2,0,0,0,0,3,4,0,0
53,386,74734,BBB,2013B,3,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0
54,391,75399,BBB,2013B,3,4,4,0,4,4,0,0,0,0,0,3,0,0,0,0,4,3,0,0,2,2,2,0,2,3,0,0,0,0,0,3,0,0,0,0,3,4,0,0
55,397,76536,DDD,2013B,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,406,77763,DDD,2013B,3,4,4,4,4,4,0,2,0,3,0,3,0,3,0,0,0,3,0,0,4,3,3,3,4,4,0,3,0,4,0,3,0,4,0,0,0,4,0,0
57,409,77998,FFF,2013B,3,4,4,4,4,4,0,3,3,3,0,3,0,0,0,0,0,0,0,0,2,2,2,3,3,1,0,3,4,3,0,3,0,0,0,0,0,0,0,0
58,414,78645,BBB,2013B,3,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0
59,429,80745,FFF,2013B,3,4,4,4,4,3,0,3,0,3,0,3,0,0,0,0,4,0,0,0,2,2,2,3,3,3,0,4,0,2,0,3,0,0,0,0,4,0,0,0
60,433,80886,FFF,2013B,3,4,4,4,4,3,0,3,0,3,0,3,0,0,0,0,4,0,0,0,1,2,2,3,1,1,0,4,0,3,0,3,0,0,0,0,4,0,0,0
61,435,81351,DDD,2013B,3,4,4,4,4,4,0,0,0,3,0,3,0,3,0,0,0,0,0,0,4,2,3,3,3,4,0,0,0,4,0,2,0,4,0,0,0,0,0,0
62,442,82535,BBB,2013B,3,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
63,443,82556,FFF,2013B,3,4,4,4,4,3,0,3,3,3,0,2,0,0,0,0,4,0,0,0,2,2,2,4,3,1,0,4,4,3,0,2,0,0,0,0,4,0,0,0
64,445,82741,BBB,2013B,3,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,1,3,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0
65,446,82817,FFF,2013B,3,4,4,4,4,3,0,2,2,3,0,3,3,0,0,0,4,0,0,0,2,2,2,3,3,2,0,3,4,3,0,4,4,0,0,0,4,0,0,0
66,449,83254,BBB,2013B,3,4,4,0,4,4,0,0,0,0,0,3,0,0,0,0,4,3,0,0,3,3,3,0,3,4,0,0,0,0,0,3,0,0,0,0,3,4,0,0
67,453,84051,FFF,2013B,3,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
68,454,84245,BBB,2013B,3,4,4,0,4,4,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,2,3,0,3,4,0,0,0,0,0,3,0,0,0,0,3,0,0,0
69,462,84664,BBB,2013B,3,4,4,3,4,4,0,0,0,0,0,3,0,0,0,0,4,3,0,0,2,3,2,2,2,1,0,0,0,0,0,2,0,0,0,0,3,4,0,0
70,472,86047,DDD,2013B,3,4,4,4,4,3,0,3,0,4,0,3,0,3,0,0,0,0,0,0,3,2,2,3,3,3,0,3,0,4,0,3,0,4,0,0,0,0,0,0
71,473,86291,BBB,2013B,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,475,86538,FFF,2013B,3,4,4,4,4,3,0,2,3,3,0,0,0,0,0,2,4,3,0,0,2,2,3,4,3,2,0,3,4,3,0,0,0,0,0,4,4,4,0,0
73,477,87107,DDD,2013B,3,4,4,4,4,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,3,3,3,3,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0
74,478,87152,FFF,2013B,3,4,4,4,4,3,0,3,3,3,0,0,0,0,0,0,4,0,0,0,3,2,3,4,3,2,0,3,4,3,0,0,0,0,0,0,4,0,0,0
75,482,87732,BBB,2013B,3,4,4,0,4,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,3,3,0,3,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0
76,491,89051,DDD,2013B,3,4,4,4,4,3,0,0,0,4,0,3,0,3,0,0,0,0,0,0,4,2,3,3,3,3,0,0,0,4,0,2,0,4,0,0,0,0,0,0
77,498,89895,FFF,2013B,3,4,4,4,4,3,0,2,3,3,0,2,3,0,0,2,4,2,0,0,4,4,4,4,4,3,0,4,4,4,0,3,4,0,0,4,4,4,0,0
78,504,90836,DDD,2013B,3,4,4,4,4,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0,2,1,1,2,2,2,0,0,0,3,0,0,0,4,0,0,0,0,0,0
79,508,91164,FFF,2013B,0,4,4,4,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
80,510,91322,BBB,2013B,3,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,2,4,3,1,2,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0
81,516,92274,BBB,2013B,3,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0
82,520,92775,DDD,2013B,4,4,4,4,4,3,0,2,0,3,0,3,0,3,0,0,0,3,0,0,4,4,4,3,4,4,0,3,0,4,0,4,0,4,0,0,0,4,0,0
83,521,92832,BBB,2013B,3,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,4,3,1,2,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0
84,522,92947,BBB,2013B,3,4,4,0,4,4,0,0,0,0,0,3,0,0,0,0,4,3,0,0,1,4,4,0,2,4,0,0,0,0,0,3,0,0,0,0,3,4,0,0
85,523,92993,BBB,2013B,3,4,4,0,4,4,0,0,0,0,0,3,0,0,0,0,4,0,0,0,2,4,2,0,2,2,0,0,0,0,0,3,0,0,0,0,3,0,0,0
86,525,94616,BBB,2013B,3,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
87,527,94923,DDD,2013B,3,4,4,3,4,4,0,3,0,4,0,3,0,3,0,0,0,0,0,0,1,2,2,2,3,3,0,3,0,4,0,2,0,4,0,0,0,0,0,0
88,530,94964,DDD,2013B,3,4,4,4,4,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,2,1,2,2,1,0,3,0,0,0,0,0,4,0,0,0,0,0,0
89,532,95356,DDD,2013B,3,0,4,4,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,3,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0
90,538,96291,BBB,2013B,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,542,96592,DDD,2013B,3,4,4,4,4,3,0,3,0,4,0,0,0,3,0,0,0,0,0,0,3,2,2,3,2,4,0,3,0,4,0,0,0,4,0,0,0,0,0,0
92,543,96729,FFF,2013B,3,4,4,4,4,3,0,2,2,3,0,2,3,0,0,2,4,0,0,0,3,2,3,4,3,3,0,4,4,3,0,3,4,0,0,4,4,0,0,0
93,548,96945,DDD,2013B,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,550,97154,BBB,2013B,3,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,2,3,1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0
95,559,98313,BBB,2013B,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
96,569,99993,FFF,2013B,3,4,4,4,4,3,0,2,2,3,0,3,3,0,0,2,4,0,0,0,3,4,4,4,4,3,0,4,4,4,0,4,4,0,0,4,4,0,0,0
97,581,101306,FFF,2013B,3,4,4,4,4,4,0,3,0,3,0,3,0,0,0,0,3,0,0,0,4,3,3,3,3,3,0,4,0,3,0,3,0,0,0,0,2,0,0,0
98,591,102849,BBB,2013B,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,599,103904,DDD,2013B,3,4,4,3,4,4,0,3,0,4,0,3,0,3,0,0,0,0,0,0,4,4,4,2,4,4,0,3,0,4,0,3,0,4,0,0,0,0,0,0
100,601,104054,BBB,2013B,3,4,4,3,4,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,4,4,1,3,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0
101,630,107162,FFF,2013B,3,4,4,4,4,3,0,3,2,3,0,3,2,0,0,2,4,0,0,0,4,4,4,4,4,3,0,4,4,4,0,4,4,0,0,4,4,0,0,0
102,640,108330,FFF,2013B,3,4,4,4,4,3,0,3,0,3,0,3,0,0,0,0,4,0,0,0,4,4,4,3,4,3,0,4,0,3,0,4,0,0,0,0,4,0,0,0
103,641,108377,BBB,2013B,4,4,4,3,4,3,0,0,0,0,0,3,0,0,0,0,4,3,0,0,3,4,4,2,2,1,0,0,0,0,0,4,0,0,0,0,3,4,0,0
104,643,108565,DDD,2013B,4,4,4,3,4,4,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,1,2,2,2,1,0,3,0,0,0,2,0,4,0,0,0,0,0,0
105,644,108589,BBB,2013B,3,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0
106,661,109938,BBB,2013B,3,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,3,4,0,0
107,662,110085,FFF,2013B,3,4,4,4,4,3,0,3,0,3,0,0,0,0,0,0,4,0,0,0,3,2,3,3,3,4,0,4,0,2,0,0,0,0,0,0,4,0,0,0
108,663,110116,FFF,2013B,3,4,4,4,4,3,0,2,0,3,0,3,2,0,0,3,4,0,0,0,4,3,4,4,4,3,0,3,0,4,0,4,4,0,0,4,4,0,0,0
109,665,110200,DDD,2013B,4,4,4,4,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
110,672,110881,BBB,2013B,3,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,3,3,1,2,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0
111,675,111113,DDD,2013B,3,4,4,4,4,3,0,0,0,3,0,4,0,3,0,0,0,0,0,0,2,2,2,2,2,1,0,0,0,3,0,4,0,4,0,0,0,0,0,0
112,676,111360,DDD,2013B,3,0,4,4,4,4,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,2,2,3,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0
113,682,111775,FFF,2013B,3,4,4,4,4,3,0,2,2,3,0,3,3,0,0,2,4,0,0,0,3,3,4,4,4,4,0,4,4,3,0,4,4,0,0,4,4,0,0,0
114,687,112245,DDD,2013B,3,4,4,4,4,3,0,3,0,4,0,3,0,3,0,0,0,0,0,0,4,3,4,3,4,4,0,3,0,4,0,4,0,4,0,0,0,0,0,0
115,701,115373,FFF,2013B,3,4,4,4,4,3,0,3,2,3,0,3,2,0,0,0,4,0,0,0,3,4,4,4,4,3,0,4,4,3,0,4,4,0,0,0,4,0,0,0
116,712,116603,BBB,2013B,3,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,4,3,2,2,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0
117,719,117071,BBB,2013B,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
118,724,117435,DDD,2013B,3,4,4,4,4,4,0,2,0,3,0,3,0,3,0,0,0,3,0,0,4,3,3,3,4,4,0,3,0,4,0,4,0,4,0,0,0,4,0,0
119,731,117862,DDD,2013B,4,4,4,4,4,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,2,1,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0
120,732,117939,DDD,2013B,3,4,4,4,4,3,0,0,0,4,0,3,0,3,0,0,0,0,0,0,2,3,2,3,3,2,0,0,0,4,0,3,0,4,0,0,0,0,0,0
121,739,118532,FFF,2013B,3,4,4,4,4,3,0,3,0,3,0,0,3,0,0,2,4,0,0,0,3,4,4,4,4,3,0,4,0,3,0,0,4,0,0,4,4,0,0,0
122,741,118668,FFF,2013B,3,4,4,4,4,3,0,3,3,3,0,2,2,0,0,0,4,0,0,0,4,4,4,4,4,4,0,4,4,3,0,3,4,0,0,0,4,0,0,0
123,748,119353,FFF,2013B,3,4,4,4,4,3,0,3,3,3,0,2,0,0,0,2,4,0,0,0,3,3,4,4,3,3,0,4,4,3,0,4,0,0,0,4,4,0,0,0
124,758,120994,BBB,2013B,3,4,4,3,4,4,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,3,3,1,3,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0
125,760,121000,DDD,2013B,4,4,4,4,4,3,0,3,0,3,0,3,0,3,0,0,0,0,0,0,3,2,2,2,2,2,0,3,0,3,0,2,0,4,0,0,0,0,0,0
126,765,121390,DDD,2013B,3,3,4,4,4,4,0,3,0,3,0,3,0,3,0,0,0,0,0,0,2,1,2,3,3,2,0,3,0,2,0,2,0,4,0,0,0,0,0,0
127,784,123860,BBB,2013B,3,4,4,3,4,4,0,0,0,0,0,3,0,0,0,0,4,3,0,0,4,3,3,2,3,4,0,0,0,0,0,2,0,0,0,0,3,4,0,0
128,798,124728,DDD,2013B,4,4,4,0,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0
129,811,125996,FFF,2013B,3,4,4,4,4,3,0,3,3,3,0,2,2,0,0,2,4,0,0,0,3,2,4,4,4,2,0,4,4,3,0,3,4,0,0,4,4,0,0,0
130,813,126088,FFF,2013B,3,4,4,4,4,3,0,3,0,0,0,4,0,0,0,0,3,0,0,0,2,3,3,3,3,3,0,3,0,0,0,4,0,0,0,0,2,0,0,0
131,814,126322,BBB,2013B,3,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,2,3,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,0,0
132,820,126411,BBB,2013B,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
133,835,128142,FFF,2013B,3,4,4,4,4,3,0,3,3,0,0,3,0,0,0,0,4,0,0,0,2,3,3,3,3,4,0,4,4,0,0,3,0,0,0,0,4,0,0,0
134,841,128678,DDD,2013B,3,4,4,4,4,3,0,2,0,4,0,3,0,3,0,0,0,2,0,0,1,3,3,2,3,3,0,3,0,4,0,3,0,4,0,0,0,4,0,0
135,843,128776,BBB,2013B,4,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
136,844,128791,FFF,2013B,3,4,4,4,4,3,0,3,2,3,0,3,0,0,0,2,4,0,0,0,3,3,3,4,3,3,0,4,4,3,0,3,0,0,0,4,3,0,0,0
137,860,130003,DDD,2013B,3,4,4,4,4,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,1,1,1,2,2,1,0,0,0,3,0,0,0,4,0,0,0,0,0,0
138,863,130403,FFF,2013B,3,4,4,4,4,3,0,2,3,3,0,2,3,0,0,2,4,0,0,0,4,4,4,4,4,3,0,4,4,4,0,3,4,0,0,4,4,0,0,0
139,875,131145,DDD,2013B,3,4,4,4,4,3,0,3,0,4,0,3,0,3,0,0,0,2,0,0,4,4,4,4,4,4,0,3,0,4,0,3,0,4,0,0,0,4,0,0
140,879,131235,DDD,2013B,4,4,4,3,4,3,0,3,0,4,0,3,0,3,0,0,0,0,0,0,4,2,2,2,3,3,0,3,0,4,0,3,0,4,0,0,0,0,0,0
