,ID,id_student,code_module,code_presentation,url_row,forumng_row,homepage_row,oucontent_row,subpage_row,resource_row,sharedsubpage_row,page_row,questionnaire_row,ouwiki_row,htmlactivity_row,ouelluminate_row,dataplus_row,externalquiz_row,repeatactivity_row,dualpane_row,quiz_row,glossary_row,oucollaborate_row,folder_row,url_col,forumng_col,homepage_col,oucontent_col,subpage_col,resource_col,sharedsubpage_col,page_col,questionnaire_col,ouwiki_col,htmlactivity_col,ouelluminate_col,dataplus_col,externalquiz_col,repeatactivity_col,dualpane_col,quiz_col,glossary_col,oucollaborate_col,folder_col
22,69,31600,AAA,2014J,3,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,75,32327,BBB,2014J,3,4,4,4,3,4,0,0,0,0,0,0,0,0,0,0,4,3,3,0,1,4,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,4,4,0
24,77,32930,BBB,2014J,3,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
25,82,33681,DDD,2014J,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,83,33796,DDD,2014J,3,4,4,4,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,2,2,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0
27,87,34068,CCC,2014J,3,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0
28,89,34087,DDD,2014J,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,95,34662,BBB,2014J,3,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
30,101,35355,CCC,2014J,3,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,2,3,2,3,3,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0
31,104,35508,CCC,2014J,3,4,4,4,4,3,0,3,0,0,0,0,0,0,0,0,4,0,3,0,2,4,3,2,3,4,0,4,0,0,0,0,0,0,0,0,4,0,3,0
32,107,35747,FFF,2014J,4,4,4,4,4,3,0,0,3,3,3,0,0,0,0,0,3,0,2,0,4,3,2,3,3,2,0,0,4,4,4,0,0,0,0,0,2,0,3,0
33,108,35796,FFF,2014J,3,4,4,4,4,3,0,3,0,0,3,0,0,0,0,0,4,0,0,0,3,3,2,3,3,1,0,4,0,0,4,0,0,0,0,0,2,0,0,0
34,115,37652,CCC,2014J,3,4,4,3,4,4,0,3,0,0,0,0,0,0,0,0,4,0,0,0,4,2,3,1,3,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0
35,118,38711,BBB,2014J,3,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0
36,119,39208,BBB,2014J,3,4,4,4,4,3,0,0,3,0,0,0,0,0,0,0,4,3,3,0,3,4,4,4,3,4,0,0,4,0,0,0,0,0,0,0,3,4,3,0
37,132,40857,FFF,2014J,4,4,4,4,4,3,0,3,0,3,3,0,0,0,0,0,3,0,0,0,3,2,2,2,3,1,0,4,0,4,4,0,0,0,0,0,2,0,0,0
38,133,40878,FFF,2014J,3,4,4,4,4,3,0,3,3,3,2,0,2,0,0,0,4,0,2,0,4,4,4,4,4,2,0,4,4,4,4,0,4,0,0,0,4,0,3,0
39,137,41547,BBB,2014J,0,4,4,4,3,4,0,0,3,0,0,0,0,0,0,0,4,3,3,0,0,3,3,3,2,3,0,0,4,0,0,0,0,0,0,0,3,4,3,0
40,138,42552,FFF,2014J,3,4,4,4,4,3,0,2,2,3,2,0,2,0,0,2,4,3,3,0,4,4,4,4,4,4,0,4,4,4,4,0,4,0,0,4,4,4,4,0
41,143,42746,CCC,2014J,3,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,3,0
42,151,43958,FFF,2014J,3,4,4,4,4,3,0,0,0,3,3,0,0,0,0,0,4,0,0,0,3,3,3,3,4,1,0,0,0,4,4,0,0,0,0,0,3,0,0,0
43,152,45423,FFF,2014J,3,4,4,4,4,3,0,3,2,3,2,0,3,0,0,0,4,0,2,0,4,4,4,4,4,4,0,4,4,4,4,0,4,0,0,0,4,0,3,0
44,157,46016,DDD,2014J,3,4,4,4,4,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,2,2,3,3,0,0,0,0,0,0,0,4,0,0,0,4,0,0
45,158,46048,EEE,2014J,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,161,46705,CCC,2014J,3,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,3,3,2,3,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0
47,163,46812,DDD,2014J,3,4,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0
48,164,46844,AAA,2014J,3,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
49,165,47061,EEE,2014J,4,3,4,4,4,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,3,1,1,3,1,1,0,0,0,4,0,0,0,0,0,0,2,0,0,0
50,168,47861,FFF,2014J,3,4,4,4,4,3,0,2,2,3,2,0,3,0,0,0,4,2,3,0,4,4,4,4,4,4,0,4,4,4,4,0,4,0,0,0,4,4,4,0
51,169,47891,BBB,2014J,3,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
52,174,48635,CCC,2014J,3,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,0,3,0,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,4,0,3,0
53,188,51033,DDD,2014J,3,4,4,4,4,4,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,4,3,2,4,4,0,0,0,0,0,0,0,4,0,0,0,0,4,0
54,189,51153,DDD,2014J,3,4,4,4,4,4,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,4,3,2,3,4,0,0,0,0,0,0,0,4,0,0,0,4,4,0
55,194,51576,CCC,2014J,3,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,4,2,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
56,196,51955,DDD,2014J,3,4,4,4,4,4,0,0,0,0,0,0,0,3,0,0,0,0,3,0,2,1,2,2,3,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0
57,199,52275,FFF,2014J,0,4,4,4,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
58,201,52702,GGG,2014J,0,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
59,202,52765,AAA,2014J,4,4,4,4,4,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,4,4,4,4,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0
60,210,53236,BBB,2014J,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,211,53300,CCC,2014J,3,3,4,4,4,4,0,3,0,0,0,0,0,0,0,0,4,0,3,0,3,2,4,3,4,4,0,3,0,0,0,0,0,0,0,0,4,0,3,0
62,216,53632,DDD,2014J,3,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,220,54062,CCC,2014J,4,4,4,0,4,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
64,225,54810,DDD,2014J,3,3,4,4,4,4,0,0,0,0,0,0,0,4,0,0,0,3,3,0,3,1,2,3,3,3,0,0,0,0,0,0,0,4,0,0,0,4,3,0
65,230,55104,AAA,2014J,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,236,56637,FFF,2014J,3,4,4,4,4,3,0,2,3,3,2,0,2,0,0,2,4,0,3,0,4,4,4,4,4,3,0,4,4,4,4,0,4,0,0,4,4,0,4,0
67,237,56667,FFF,2014J,3,3,4,4,4,4,0,0,0,3,0,0,3,0,0,0,4,0,0,0,2,2,2,2,3,2,0,0,0,4,0,0,4,0,0,0,4,0,0,0
68,241,57285,BBB,2014J,3,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,3,3,0,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,2,4,3,0
69,247,58071,AAA,2014J,3,4,4,4,4,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,4,4,4,3,4,0,0,0,0,0,0,4,0,0,0,0,4,3,0
70,250,58316,AAA,2014J,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,2,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
71,254,58653,BBB,2014J,3,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,2,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0
72,255,58731,DDD,2014J,3,0,4,4,4,4,0,0,0,0,0,0,0,3,0,0,0,4,0,0,2,0,1,1,2,3,0,0,0,0,0,0,0,4,0,0,0,4,0,0
73,257,58884,FFF,2014J,3,4,4,4,4,3,0,2,3,3,2,0,3,0,0,2,4,0,2,0,4,4,4,4,4,3,0,4,4,4,4,0,4,0,0,4,4,0,3,0
74,259,59272,BBB,2014J,3,4,4,4,3,4,0,0,3,0,0,0,0,0,0,0,4,3,3,0,2,3,3,4,2,3,0,0,4,0,0,0,0,0,0,0,3,4,4,0
75,265,60162,GGG,2014J,0,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0
76,269,60809,CCC,2014J,3,4,4,4,4,3,0,3,0,0,0,0,0,0,0,0,4,0,3,0,2,3,3,2,3,4,0,4,0,0,0,0,0,0,0,0,4,0,3,0
77,270,60809,EEE,2014J,3,4,4,4,3,3,0,3,0,4,0,0,0,0,0,0,4,0,3,0,4,4,4,4,3,3,0,4,0,4,0,0,0,0,0,0,3,0,3,0
78,272,61227,CCC,2014J,3,4,4,4,4,3,0,3,0,0,0,0,0,0,0,0,4,0,3,0,2,4,4,3,4,4,0,4,0,0,0,0,0,0,0,0,4,0,4,0
79,273,61236,CCC,2014J,3,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,3,2,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
80,274,61297,FFF,2014J,3,4,4,4,4,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,2,1,1,1,2,1,0,0,0,0,4,0,0,0,0,0,0,4,0,0
81,275,61352,BBB,2014J,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
82,277,62034,EEE,2014J,3,4,4,4,3,3,0,0,0,4,0,0,0,0,0,0,4,0,3,0,4,4,4,3,3,2,0,0,0,4,0,0,0,0,0,0,3,0,4,0
83,280,62487,AAA,2014J,4,4,4,4,4,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,2,3,3,3,1,0,0,0,0,0,0,4,0,0,0,0,4,0,0
84,283,63015,DDD,2014J,3,4,4,4,4,4,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,4,3,2,4,3,0,0,0,0,0,0,0,4,0,0,0,0,4,0
85,286,63112,FFF,2014J,3,4,4,4,4,4,0,3,0,3,3,0,0,0,0,0,0,0,3,0,3,3,2,2,3,3,0,3,0,4,4,0,0,0,0,0,0,0,3,0
86,287,63165,AAA,2014J,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,289,63371,CCC,2014J,3,4,4,3,4,4,0,3,0,0,0,0,0,0,0,0,4,0,3,0,4,4,4,2,4,4,0,4,0,0,0,0,0,0,0,0,4,0,3,0
88,291,63467,BBB,2014J,3,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,3,2,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0
89,294,63827,DDD,2014J,4,0,4,4,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,1,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0
90,296,63949,GGG,2014J,0,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
91,302,64427,FFF,2014J,3,4,4,4,4,3,0,2,3,3,2,0,3,0,0,2,4,0,2,0,4,3,4,4,4,4,0,4,4,4,4,0,4,0,0,4,4,0,3,0
92,307,65002,AAA,2014J,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,315,66892,FFF,2014J,3,4,4,4,4,4,0,3,0,0,0,0,0,0,0,0,0,0,3,0,1,2,1,2,3,2,0,3,0,0,0,0,0,0,0,0,0,0,3,0
94,319,67539,EEE,2014J,3,4,4,4,3,3,0,0,0,4,0,0,0,0,0,0,4,0,3,0,4,3,3,4,2,1,0,0,0,4,0,0,0,0,0,0,3,0,3,0
95,321,67685,CCC,2014J,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
96,322,67685,EEE,2014J,3,4,4,4,3,3,0,0,0,4,0,0,0,0,0,0,4,0,3,0,4,3,4,4,2,4,0,0,0,4,0,0,0,0,0,0,3,0,3,0
97,330,68417,DDD,2014J,3,4,4,4,4,3,0,0,0,0,0,0,0,3,0,0,0,4,3,0,3,4,3,3,4,4,0,0,0,0,0,0,0,4,0,0,0,4,4,0
98,333,69439,FFF,2014J,3,4,4,4,4,3,0,0,3,0,3,0,0,0,0,0,4,0,3,0,2,2,2,2,2,1,0,0,4,0,4,0,0,0,0,0,2,0,3,0
99,338,69494,CCC,2014J,3,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0
100,340,70011,AAA,2014J,4,4,4,4,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,4,4,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0
101,341,70214,CCC,2014J,3,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,0,3,0,2,2,1,2,2,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0
102,345,70495,CCC,2014J,0,4,4,4,4,3,0,3,0,0,0,0,0,0,0,0,4,0,3,0,0,4,4,2,3,4,0,4,0,0,0,0,0,0,0,0,4,0,3,0
103,348,70569,BBB,2014J,3,0,4,4,4,4,0,0,3,0,0,0,0,0,0,0,4,0,0,0,1,0,3,3,2,3,0,0,4,0,0,0,0,0,0,0,3,0,0,0
104,350,70750,BBB,2014J,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,352,70827,EEE,2014J,4,3,4,4,3,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
106,353,71159,FFF,2014J,3,4,4,4,4,3,0,2,3,3,2,0,2,0,0,2,4,0,3,0,4,4,4,4,4,4,0,4,4,4,4,0,4,0,0,4,4,0,4,0
107,358,71504,BBB,2014J,0,4,4,4,3,4,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,3,4,2,4,0,0,4,0,0,0,0,0,0,0,2,0,0,0
108,360,71676,DDD,2014J,3,4,4,4,4,4,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,3,4,2,4,4,0,0,0,0,0,0,0,4,0,0,0,4,4,0
109,361,71723,CCC,2014J,3,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,3,2,1,3,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
110,365,72349,BBB,2014J,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,367,72609,CCC,2014J,3,4,4,4,4,3,0,3,0,0,0,0,0,0,0,0,4,0,3,0,4,4,4,4,4,4,0,3,0,0,0,0,0,0,0,0,4,0,4,0
112,370,73019,DDD,2014J,3,4,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,3,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,4,3,0
113,372,73584,BBB,2014J,0,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,0
114,373,73664,CCC,2014J,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
115,374,73664,DDD,2014J,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
116,375,73874,BBB,2014J,3,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,3,3,3,0,2,3,3,3,3,4,0,0,0,0,0,0,0,0,0,0,2,4,3,0
117,377,74165,FFF,2014J,3,4,4,4,4,3,0,2,0,3,3,0,0,0,0,0,4,0,3,0,3,3,3,4,4,2,0,3,0,4,4,0,0,0,0,0,4,0,4,0
118,379,74290,CCC,2014J,3,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,388,75107,FFF,2014J,3,4,4,4,4,3,0,2,3,3,2,0,3,0,0,2,4,0,2,0,4,4,4,4,4,3,0,4,4,4,4,0,4,0,0,4,4,0,4,0
120,389,75255,AAA,2014J,3,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,392,75427,DDD,2014J,3,4,4,4,4,4,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,3,4,3,4,4,0,0,0,0,0,0,0,4,0,0,0,4,4,0
122,396,76081,DDD,2014J,3,4,4,4,4,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,3,3,2,4,3,0,0,0,0,0,0,0,4,0,0,0,0,4,0
123,399,76579,EEE,2014J,3,3,4,4,4,3,0,0,0,4,0,0,0,0,0,0,4,0,3,0,4,2,3,3,2,2,0,0,0,4,0,0,0,0,0,0,3,0,4,0
124,400,76949,CCC,2014J,3,3,4,4,4,4,0,3,0,0,0,0,0,0,0,0,4,0,3,0,4,3,3,3,4,4,0,4,0,0,0,0,0,0,0,0,4,0,3,0
125,403,77692,FFF,2014J,3,4,4,4,4,3,0,3,2,3,3,0,0,0,0,0,4,0,0,0,4,3,3,4,4,3,0,4,4,4,4,0,0,0,0,0,4,0,0,0
126,408,77995,FFF,2014J,3,4,4,4,4,3,0,0,0,3,0,0,0,0,0,0,4,0,3,0,2,2,2,2,3,2,0,0,0,4,0,0,0,0,0,0,4,0,4,0
127,416,79403,AAA,2014J,4,4,4,4,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,2,3,4,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
128,418,79610,FFF,2014J,3,4,4,4,4,3,0,0,3,3,3,0,0,0,0,0,4,0,0,0,4,3,4,4,4,2,0,0,4,4,4,0,0,0,0,0,4,0,0,0
129,421,80329,CCC,2014J,3,4,4,4,3,3,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0
130,423,80329,DDD,2014J,3,4,4,4,4,3,0,0,0,0,0,0,0,3,0,0,0,3,4,0,4,3,3,2,4,3,0,0,0,0,0,0,0,4,0,0,0,4,4,0
131,424,80358,EEE,2014J,3,4,4,4,4,3,0,0,0,4,0,0,0,0,0,0,3,0,3,0,4,4,3,3,3,2,0,0,0,4,0,0,0,0,0,0,3,0,3,0
132,425,80438,FFF,2014J,3,4,4,4,4,3,0,2,0,2,3,0,0,0,0,0,4,0,3,0,3,4,4,3,4,3,0,3,0,4,4,0,0,0,0,0,4,0,4,0
133,427,80491,CCC,2014J,0,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
134,430,80775,DDD,2014J,3,4,4,4,4,4,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,3,3,2,3,4,0,0,0,0,0,0,0,4,0,0,0,4,4,0
135,431,80868,CCC,2014J,3,4,4,4,4,3,0,3,0,0,0,0,0,0,0,0,4,0,3,0,4,4,4,4,4,4,0,4,0,0,0,0,0,0,0,0,4,0,4,0
136,440,82201,FFF,2014J,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,451,83553,DDD,2014J,3,4,4,4,3,4,0,0,0,0,0,0,0,3,0,0,0,4,3,0,2,3,2,2,2,3,0,0,0,0,0,0,0,4,0,0,0,4,3,0
138,457,84541,BBB,2014J,3,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
139,459,84604,FFF,2014J,3,4,4,4,4,3,0,2,3,3,2,0,3,0,0,2,4,0,2,0,4,4,4,4,4,4,0,4,4,4,4,0,4,0,0,4,4,0,4,0
140,464,85092,AAA,2014J,4,4,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
